Address,Neighborhood,Bedrooms,Bathrooms,Square Meters,Building Age,Garden,Garage,Floors,Property Type,Heating Type,Balcony,Interior Style,View,Materials,Building Status,Price,Mapped_location,Unnamed: 0,Property Name,price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code
116 King's Road,Islington,4,3,244,13,1,0,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,City,Wood,New,2342400,Islington,1244,Northchurch Road,500000,Flat / Apartment,675,1,1,1,Islington,London,N1 3FL
23 Strand,Marylebone,4,3,140,32,0,0,1,Detached House,Central Heating,High-level Balcony,Industrial,City,Marble,New,2100000,Westminster,2622,Portland Place,1050000,Flat / Apartment,631,2,2,2,Marylebone,London,W1B 1NX
188 Strand,Shoreditch,5,2,167,67,0,1,2,Semi-Detached,Underfloor Heating,No Balcony,Modern,Street,Marble,Renovated,1469599,Hackney,1919,City Road,500000,Flat / Apartment,551,1,1,1,Shoreditch,London,EC1V 1AG
55 Strand,Marylebone,2,2,231,51,0,0,3,Detached House,Underfloor Heating,Low-level Balcony,Industrial,Sea,Laminate Flooring,New,3465000,Westminster,21,Devonshire Close,5500000,House,3016,4,4,4,Marylebone,London,W1G 7BA
24 Park Lane,Marylebone,4,2,196,40,1,0,3,Apartment,Electric Heating,High-level Balcony,Classic,Park,Wood,Renovated,1960000,Westminster,1147,Wimpole Mews,1050000,Flat / Apartment,1309,3,3,3,Marylebone,London,W1G 8PD
118 Park Lane,Marylebone,2,1,231,29,0,0,1,Apartment,Electric Heating,No Balcony,Industrial,Park,Laminate Flooring,New,2310000,Westminster,21,Devonshire Close,5500000,House,3016,4,4,4,Marylebone,London,W1G 7BA
164 Regent Street,Chelsea,5,2,122,87,1,1,1,Semi-Detached,Gas Heating,High-level Balcony,Classic,City,Wood,New,1952000,Kensington and Chelsea,791,Radnor Walk,3550000,House,1986,5,5,5,Chelsea,London,SW3 4BP
101 Bond Street,Camden,3,3,206,40,0,0,3,Detached House,Underfloor Heating,No Balcony,Classic,Park,Granite,Renovated,2678000,Camden,2728,Oakley Square,3750000,House,4847,6,6,6,Camden,London,NW1 1NJ
198 Oxford Street,Shoreditch,3,2,198,15,0,0,1,Detached House,Electric Heating,High-level Balcony,Classic,City,Laminate Flooring,New,2178000,Hackney,2366,City Road,1000000,Flat / Apartment,1173,2,2,2,Shoreditch,London,EC1V 2NR
173 Regent Street,Islington,5,3,230,87,0,1,1,Detached House,Electric Heating,Low-level Balcony,Minimalist,City,Granite,New,2760000,Islington,1431,Remington Street,1050000,House,1206,2,2,2,Islington,London,N1 8DH
3 Piccadilly Circus,Islington,5,2,102,21,0,0,3,Detached House,Gas Heating,No Balcony,Industrial,Sea,Granite,Renovated,1224000,Islington,1830,Alwyne Square,2650000,House,2314,5,5,5,Islington,London,N1 2JX
36 Strand,Camden,3,3,208,65,1,0,3,Detached House,Gas Heating,High-level Balcony,Industrial,Street,Laminate Flooring,New,2704000,Camden,2728,Oakley Square,3750000,House,4847,6,6,6,Camden,London,NW1 1NJ
8 Oxford Street,Islington,2,2,101,80,1,1,3,Apartment,Central Heating,High-level Balcony,Classic,City,Wood,Old,808000,Islington,1627,Lofting Road,570000,Flat / Apartment,642,2,2,2,Islington,London,N1 1ET
77 Park Lane,Islington,4,2,79,59,1,1,1,Semi-Detached,Underfloor Heating,High-level Balcony,Industrial,Garden,Wood,Renovated,758400,Islington,3056,Packington Street,1000000,Flat / Apartment,923,2,2,2,Islington,London,N1 8RA
122 King's Road,Islington,2,1,186,41,0,0,2,Detached House,Underfloor Heating,High-level Balcony,Classic,Street,Wood,New,2232000,Islington,2308,Thornhill Grove,2100000,House,1677,3,3,3,Islington,London,N1 1JG
58 Fleet Street,Islington,1,3,159,41,0,1,2,Semi-Detached,Central Heating,No Balcony,Minimalist,City,Laminate Flooring,Renovated,1526400,Islington,3014,Cross Street,850000,Flat / Apartment,770,2,2,2,Islington,London,N1 2BA
65 Strand,Islington,5,3,58,41,0,0,1,Semi-Detached,Electric Heating,No Balcony,Industrial,Garden,Laminate Flooring,New,556800,Islington,443,Ellington Street,2750000,House,2500,5,5,5,Islington,London,N7 8PN
106 King's Road,Westminster,1,3,76,45,0,1,3,Semi-Detached,Central Heating,No Balcony,Classic,Sea,Marble,Renovated,1094400,Westminster,878,Maunsel Street,2950000,House,2349,5,5,5,Westminster,London,SW1P 2QN
3 Baker Street,Notting Hill,2,1,202,51,0,1,2,Detached House,Gas Heating,Low-level Balcony,Modern,Park,Marble,Old,3232000,Kensington and Chelsea,1199,Westbourne Park Road,4500000,House,2742,6,6,6,Notting Hill,London,W2 5PH
12 Camden High Street,Camden,2,2,113,92,1,1,2,Semi-Detached,Underfloor Heating,No Balcony,Classic,Street,Marble,New,1175199,Camden,1237,Murray Street,735000,Flat / Apartment,953,2,2,2,Camden,London,NW1 9RE
64 Piccadilly Circus,Marylebone,5,1,51,4,0,0,1,Semi-Detached,Gas Heating,No Balcony,Industrial,Sea,Marble,New,612000,Westminster,73,Portland Place,2100000,Flat / Apartment,1208,3,3,3,Marylebone,London,W1B 1NX
42 Bond Street,Greenwich,1,3,63,47,0,0,3,Apartment,Central Heating,High-level Balcony,Industrial,Street,Marble,Old,420000,Greenwich,2076,47 Pilot Walk,720000,Flat / Apartment,987,2,2,2,Greenwich,London,SE10 0NW
116 Oxford Street,Marylebone,2,1,239,88,0,1,2,Detached House,Gas Heating,High-level Balcony,Modern,Garden,Wood,Renovated,3585000,Westminster,178,Devonshire Mews South,3750000,House,3256,3,3,3,Marylebone,London,W1G 6QW
173 Regent Street,Islington,5,3,230,87,0,1,1,Detached House,Electric Heating,Low-level Balcony,Minimalist,City,Granite,New,2760000,Islington,1979,St Paul Street,1600000,House,1565,3,3,3,Islington,London,N1 7AH
87 Park Lane,Islington,1,3,161,54,0,1,3,Semi-Detached,Electric Heating,Low-level Balcony,Classic,Garden,Laminate Flooring,New,1545600,Islington,1808,Islington Place,3350000,House,3564,4,4,4,Islington,London,N1 0ET
20 Regent Street,Islington,2,1,201,42,0,1,3,Semi-Detached,Central Heating,High-level Balcony,Minimalist,Garden,Granite,New,1929600,Islington,1808,Islington Place,3350000,House,3564,4,4,4,Islington,London,N1 0ET
3 Fleet Street,Chelsea,1,1,81,74,0,0,3,Detached House,Central Heating,Low-level Balcony,Classic,Garden,Marble,New,1620000,Kensington and Chelsea,3025,Cathcart Road,6250000,House,3215,5,5,5,Chelsea,London,SW10 9NN
178 Park Lane,Islington,5,2,243,43,1,0,2,Detached House,Underfloor Heating,High-level Balcony,Industrial,Sea,Marble,Renovated,2916000,Islington,2130,Islington Green,675000,Flat / Apartment,628,2,2,2,Islington,London,N1 2XA
42 Fleet Street,Islington,2,3,162,82,1,0,2,Semi-Detached,Gas Heating,High-level Balcony,Classic,Garden,Marble,New,1555200,Islington,1083,Reliance Wharf,435000,Flat / Apartment,527,1,1,1,Islington,London,N1 5ET
132 Baker Street,Islington,5,3,99,17,0,1,2,Semi-Detached,Gas Heating,No Balcony,Minimalist,Street,Marble,Renovated,950400,Islington,986,Lawford Road,1375000,House,1340,3,3,3,Islington,London,N1 5BJ
49 King's Road,Chelsea,2,1,178,93,0,1,1,Semi-Detached,Central Heating,No Balcony,Modern,Park,Marble,Renovated,2848000,Kensington and Chelsea,766,Sloane Court East,750000,Flat / Apartment,599,1,1,1,Chelsea,London,SW3 4TQ
36 Strand,Camden,3,3,208,65,1,0,3,Detached House,Gas Heating,High-level Balcony,Industrial,Street,Laminate Flooring,New,2704000,Camden,398,St. Augustines Road,499000,Flat / Apartment,451,1,1,1,Camden,London,NW1 9RN
174 Park Lane,Islington,5,3,236,30,0,0,2,Semi-Detached,Gas Heating,Low-level Balcony,Minimalist,Street,Marble,Old,2265600,Islington,3056,Packington Street,1000000,Flat / Apartment,923,2,2,2,Islington,London,N1 8RA
178 Park Lane,Islington,5,2,243,43,1,0,2,Detached House,Underfloor Heating,High-level Balcony,Industrial,Sea,Marble,Renovated,2916000,Islington,1436,Noel Road,2650000,House,2311,2,2,2,Islington,London,N1 8HA
83 Fleet Street,Islington,5,3,155,48,0,0,1,Detached House,Gas Heating,No Balcony,Industrial,Street,Marble,New,1860000,Islington,1979,St Paul Street,1600000,House,1565,3,3,3,Islington,London,N1 7AH
167 Bond Street,Chelsea,4,3,105,44,1,0,2,Semi-Detached,Underfloor Heating,No Balcony,Minimalist,Street,Marble,Renovated,1680000,Kensington and Chelsea,791,Radnor Walk,3550000,House,1986,5,5,5,Chelsea,London,SW3 4BP
91 King's Road,Camden,2,1,80,42,1,0,1,Semi-Detached,Electric Heating,No Balcony,Industrial,Garden,Wood,Renovated,831999,Camden,398,St. Augustines Road,499000,Flat / Apartment,451,1,1,1,Camden,London,NW1 9RN
44 Park Lane,Marylebone,4,2,64,88,0,0,2,Apartment,Underfloor Heating,Low-level Balcony,Classic,Street,Marble,Old,640000,Westminster,2231,Wesley Street,5250000,House,3092,5,5,5,Marylebone,London,W1G 8PT
11 Piccadilly Circus,Islington,3,3,85,45,0,0,2,Apartment,Gas Heating,High-level Balcony,Industrial,Street,Laminate Flooring,Old,680000,Islington,986,Lawford Road,1375000,House,1340,3,3,3,Islington,London,N1 5BJ
131 Fleet Street,Shoreditch,3,2,153,95,1,0,3,Detached House,Gas Heating,High-level Balcony,Industrial,Park,Marble,Old,1683000,Hackney,2366,City Road,1000000,Flat / Apartment,1173,2,2,2,Shoreditch,London,EC1V 2NR
196 King's Road,Islington,2,2,183,5,0,0,1,Detached House,Electric Heating,No Balcony,Minimalist,Sea,Marble,New,2196000,Islington,3056,Packington Street,1000000,Flat / Apartment,923,2,2,2,Islington,London,N1 8RA
142 King's Road,Islington,1,3,242,85,0,1,3,Detached House,Central Heating,Low-level Balcony,Industrial,Sea,Granite,New,2904000,Islington,2130,Islington Green,675000,Flat / Apartment,628,2,2,2,Islington,London,N1 2XA
169 Oxford Street,Marylebone,2,1,225,57,0,0,2,Apartment,Central Heating,High-level Balcony,Classic,Sea,Marble,Old,2250000,Westminster,1543,Bryanston Square,1995000,Flat / Apartment,1156,3,3,3,Marylebone,London,W1H 2DX
72 Camden High Street,Islington,5,1,121,77,0,1,1,Detached House,Central Heating,No Balcony,Modern,Garden,Laminate Flooring,Old,1452000,Islington,2638,Southgate Road,1675000,House,1845,5,5,5,Islington,London,N1 3HX
120 Park Lane,Shoreditch,2,2,84,35,0,0,3,Detached House,Electric Heating,No Balcony,Modern,City,Laminate Flooring,Old,924000,Hackney,395,Wimbolt Street,1999995,House,1935,5,5,5,Shoreditch,London,E2 7BX
37 King's Road,Westminster,2,3,243,90,0,1,3,Detached House,Gas Heating,High-level Balcony,Industrial,Street,Wood,Old,4374000,Westminster,230,Tufton Street,1650000,Flat / Apartment,1099,2,2,2,Westminster,London,SW1P 3AF
115 Fleet Street,Islington,1,2,206,11,0,1,2,Apartment,Underfloor Heating,Low-level Balcony,Minimalist,Garden,Laminate Flooring,Renovated,1648000,Islington,1025,Stonefield Street,499950,Flat / Apartment,386,1,1,1,Islington,London,N1 0HW
19 Park Lane,Islington,1,2,119,72,0,1,2,Detached House,Underfloor Heating,Low-level Balcony,Industrial,Park,Laminate Flooring,Renovated,1428000,Islington,2071,Cross Street,3300000,House,2640,5,5,5,Islington,London,N1 2BH
91 King's Road,Marylebone,5,3,55,34,1,1,1,Detached House,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,825000,Westminster,742,Shillibeer Place,1750000,House,1224,3,3,3,Marylebone,London,W1H 4DR
155 Park Lane,Camden,5,2,131,3,1,0,2,Detached House,Underfloor Heating,High-level Balcony,Modern,Park,Laminate Flooring,Renovated,1703000,Camden,398,St. Augustines Road,499000,Flat / Apartment,451,1,1,1,Camden,London,NW1 9RN
55 Strand,Marylebone,2,2,231,51,0,0,3,Detached House,Underfloor Heating,Low-level Balcony,Industrial,Sea,Laminate Flooring,New,3465000,Westminster,2622,Portland Place,1050000,Flat / Apartment,631,2,2,2,Marylebone,London,W1B 1NX
190 Fleet Street,Islington,2,3,225,62,1,1,3,Apartment,Central Heating,Low-level Balcony,Minimalist,City,Laminate Flooring,Renovated,1800000,Islington,3056,Packington Street,1000000,Flat / Apartment,923,2,2,2,Islington,London,N1 8RA
107 Bond Street,Islington,2,3,194,95,0,0,1,Semi-Detached,Gas Heating,Low-level Balcony,Modern,Street,Marble,New,1862400,Islington,1025,Stonefield Street,499950,Flat / Apartment,386,1,1,1,Islington,London,N1 0HW
178 Park Lane,Islington,5,2,243,43,1,0,2,Detached House,Underfloor Heating,High-level Balcony,Industrial,Sea,Marble,Renovated,2916000,Islington,529,Eagle Wharf Road,895000,New development,1033,3,3,3,Islington,London,N1 7EG
37 Strand,Shoreditch,1,1,211,46,1,0,2,Detached House,Gas Heating,Low-level Balcony,Industrial,Sea,Wood,Old,2321000,Hackney,1937,Provost Street,500000,Flat / Apartment,508,1,1,1,Shoreditch,London,N1 7NB
24 Park Lane,Islington,3,2,228,19,1,1,2,Detached House,Underfloor Heating,No Balcony,Industrial,Sea,Wood,Renovated,2736000,Islington,1106,Buckingham Road,699950,House,1255,1,1,1,Islington,London,N1 4JA
3 Baker Street,Notting Hill,2,1,202,51,0,1,2,Detached House,Gas Heating,Low-level Balcony,Modern,Park,Marble,Old,3232000,Kensington and Chelsea,2873,Porchester Road,899995,Flat / Apartment,834,2,2,2,Notting Hill,London,W2 5DP
183 Strand,Islington,4,3,125,81,0,0,3,Apartment,Central Heating,High-level Balcony,Minimalist,Park,Marble,Old,1000000,Islington,1436,Noel Road,2650000,House,2311,2,2,2,Islington,London,N1 8HA
98 Camden High Street,Marylebone,3,2,200,71,1,1,2,Apartment,Electric Heating,High-level Balcony,Classic,Street,Wood,Old,2000000,Westminster,2754,Upper Wimpole Street,11950000,House,7226,5,5,5,Marylebone,London,W1G 6LU
131 Fleet Street,Chelsea,3,3,127,9,0,1,2,Detached House,Electric Heating,High-level Balcony,Classic,Garden,Marble,New,2540000,Kensington and Chelsea,171,Redcliffe Gardens,1195000,Flat / Apartment,872,2,2,2,Chelsea,London,SW10 9HA
107 Baker Street,Soho,2,2,139,35,0,1,1,Detached House,Central Heating,No Balcony,Industrial,Garden,Laminate Flooring,Old,1946000,Westminster,2765,Hollen Street,1500000,New development,843,1,1,1,Soho,London,W1F 8AZ
96 Camden High Street,Greenwich,3,3,85,94,0,0,3,Semi-Detached,Central Heating,High-level Balcony,Industrial,Sea,Granite,Old,680000,Greenwich,1676,48 Reminder Lane,450000,Flat / Apartment,566,1,1,1,Greenwich,London,SE10 0NQ
123 Baker Street,Marylebone,5,2,239,79,1,0,3,Apartment,Gas Heating,Low-level Balcony,Industrial,Park,Laminate Flooring,Old,2390000,Westminster,3336,Bryanston Mews West,5250000,House,3108,8,8,8,Marylebone,London,W1H 2BW
39 Strand,Camden,3,1,139,74,1,0,2,Semi-Detached,Central Heating,Low-level Balcony,Industrial,Sea,Granite,New,1445599,Camden,269,Murray Mews,1395000,House,1587,3,3,3,Camden,London,NW1 9RJ
74 Baker Street,Shoreditch,4,1,243,77,0,1,2,Detached House,Electric Heating,High-level Balcony,Modern,Garden,Granite,New,2673000,Hackney,1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
164 Regent Street,Westminster,3,2,192,35,0,0,1,Detached House,Central Heating,High-level Balcony,Industrial,Sea,Granite,New,3456000,Westminster,1456,Horseferry Road,1995000,House,2188,4,4,4,Westminster,London,SW1P 2EE
11 Piccadilly Circus,Islington,2,2,143,41,1,0,2,Detached House,Underfloor Heating,High-level Balcony,Industrial,City,Wood,New,1716000,Islington,1979,St Paul Street,1600000,House,1565,3,3,3,Islington,London,N1 7AH
65 Strand,Islington,5,3,58,41,0,0,1,Semi-Detached,Electric Heating,No Balcony,Industrial,Garden,Laminate Flooring,New,556800,Islington,356,Ripplevale Grove,1150000,Flat / Apartment,1074,3,3,3,Islington,London,N1 1HT
73 Baker Street,Marylebone,2,3,147,72,1,0,2,Apartment,Electric Heating,High-level Balcony,Modern,Sea,Wood,Renovated,1470000,Westminster,2805,Montagu Square,2595000,Flat / Apartment,1452,3,3,3,Marylebone,London,W1H 2LW
119 Baker Street,Shoreditch,2,1,246,34,0,0,3,Detached House,Underfloor Heating,High-level Balcony,Classic,Garden,Laminate Flooring,Renovated,2706000,Hackney,1846,Chilton Street,625000,Flat / Apartment,842,1,1,1,Shoreditch,London,E2 6EA
128 Fleet Street,Kensington,4,1,241,4,0,0,1,Apartment,Underfloor Heating,No Balcony,Modern,Park,Granite,Renovated,3052666,Kensington and Chelsea,3448,Pembroke Square,4950000,House,2881,4,4,4,Kensington,London,W8 6PD
132 Park Lane,Shoreditch,2,1,108,14,0,0,3,Detached House,Gas Heating,Low-level Balcony,Classic,Street,Laminate Flooring,Old,1188000,Hackney,2366,City Road,1000000,Flat / Apartment,1173,2,2,2,Shoreditch,London,EC1V 2NR
190 Fleet Street,Islington,2,3,225,62,1,1,3,Apartment,Central Heating,Low-level Balcony,Minimalist,City,Laminate Flooring,Renovated,1800000,Islington,1480,Wallace Road,899000,Flat / Apartment,1003,2,2,2,Islington,London,N1 2PG
108 Oxford Street,Islington,3,2,104,44,0,0,1,Semi-Detached,Electric Heating,High-level Balcony,Classic,Sea,Granite,Old,998400,Islington,3382,Mortimer Road,3500000,House,3174,4,4,4,Islington,London,N1 4LB
42 Fleet Street,Islington,2,3,162,82,1,0,2,Semi-Detached,Gas Heating,High-level Balcony,Classic,Garden,Marble,New,1555200,Islington,744,Alwyne Road,3500000,House,2216,4,4,4,Islington,London,N1 2HW
86 Bond Street,Westminster,2,1,86,59,1,0,3,Detached House,Central Heating,No Balcony,Industrial,Street,Granite,Renovated,1548000,Westminster,3310,Vincent Square,1425000,Flat / Apartment,1218,2,2,2,Westminster,London,SW1P 2PQ
53 Oxford Street,Marylebone,3,1,195,59,0,0,3,Apartment,Central Heating,High-level Balcony,Industrial,Garden,Granite,Renovated,1950000,Westminster,2753,Bickenhall Street,2900000,Penthouse,1455,2,2,2,Marylebone,London,W1U 6BN
186 Camden High Street,Shoreditch,4,2,164,37,0,0,1,Apartment,Gas Heating,Low-level Balcony,Industrial,Garden,Wood,New,1202666,Hackney,2061,City Road,900000,Flat / Apartment,1273,2,2,2,Shoreditch,London,EC1V 2NR
78 Baker Street,Islington,3,2,124,78,0,0,3,Semi-Detached,Gas Heating,High-level Balcony,Industrial,Sea,Granite,New,1190400,Islington,589,Offord Road,925000,Flat / Apartment,931,2,2,2,Islington,London,N1 1EA
130 Bond Street,Notting Hill,1,1,104,50,1,0,3,Semi-Detached,Electric Heating,No Balcony,Minimalist,City,Marble,New,1331199,Kensington and Chelsea,1281,Clarendon Road,3600000,House,1831,5,5,5,Notting Hill,London,W11 2HW
192 Bond Street,Islington,1,1,211,51,1,1,3,Apartment,Gas Heating,No Balcony,Modern,Park,Laminate Flooring,Renovated,1688000,Islington,3277,Duncan Terrace,4250000,House,2940,4,4,4,Islington,London,N1 8AG
160 Fleet Street,Marylebone,1,2,99,17,0,1,3,Apartment,Electric Heating,No Balcony,Modern,City,Laminate Flooring,Renovated,990000,Westminster,21,Devonshire Close,5500000,House,3016,4,4,4,Marylebone,London,W1G 7BA
116 Oxford Street,Marylebone,2,1,239,88,0,1,2,Detached House,Gas Heating,High-level Balcony,Modern,Garden,Wood,Renovated,3585000,Westminster,742,Shillibeer Place,1750000,House,1224,3,3,3,Marylebone,London,W1H 4DR
39 Piccadilly Circus,Islington,5,1,237,53,1,1,1,Apartment,Underfloor Heating,No Balcony,Classic,Park,Granite,Renovated,1896000,Islington,3014,Cross Street,850000,Flat / Apartment,770,2,2,2,Islington,London,N1 2BA
134 Park Lane,Notting Hill,5,3,77,15,0,1,3,Detached House,Electric Heating,High-level Balcony,Modern,Sea,Laminate Flooring,New,1232000,Kensington and Chelsea,3219,Northumberland Place,3250000,House,1929,4,4,4,Notting Hill,London,W2 5BS
176 Fleet Street,Camden,5,1,67,83,0,0,3,Apartment,Electric Heating,No Balcony,Classic,Garden,Marble,Old,580666,Camden,2966,Plender Street,525000,Flat / Apartment,565,1,1,1,Camden,London,NW1 0LB
116 King's Road,Islington,4,3,244,13,1,0,1,Semi-Detached,Electric Heating,High-level Balcony,Industrial,City,Wood,New,2342400,Islington,1480,Wallace Road,899000,Flat / Apartment,1003,2,2,2,Islington,London,N1 2PG
122 King's Road,Islington,2,1,186,41,0,0,2,Detached House,Underfloor Heating,High-level Balcony,Classic,Street,Wood,New,2232000,Islington,1106,Buckingham Road,699950,House,1255,1,1,1,Islington,London,N1 4JA
92 Fleet Street,Marylebone,1,1,177,73,1,1,1,Detached House,Central Heating,Low-level Balcony,Classic,Street,Laminate Flooring,Renovated,2655000,Westminster,1285,Montagu Square,1375000,Flat / Apartment,1002,2,2,2,Marylebone,London,W1H 2LW
135 Piccadilly Circus,Marylebone,5,1,119,43,0,1,3,Detached House,Electric Heating,No Balcony,Modern,Park,Granite,Renovated,1785000,Westminster,3253,Upper Wimpole Street,12750000,House,7526,6,6,6,Marylebone,London,W1G 6LG
42 Fleet Street,Islington,2,3,162,82,1,0,2,Semi-Detached,Gas Heating,High-level Balcony,Classic,Garden,Marble,New,1555200,Islington,3277,Duncan Terrace,4250000,House,2940,4,4,4,Islington,London,N1 8AG
50 Park Lane,Islington,1,3,64,24,0,1,2,Apartment,Underfloor Heating,No Balcony,Classic,Sea,Granite,Old,512000,Islington,529,Eagle Wharf Road,895000,New development,1033,3,3,3,Islington,London,N1 7EG
133 Regent Street,Chelsea,4,1,244,48,1,1,2,Semi-Detached,Electric Heating,No Balcony,Modern,Park,Wood,New,3904000,Kensington and Chelsea,1005,Wellington Square,3950000,House,2530,6,6,6,Chelsea,London,SW3 4NW
